timestamp,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,CH11,CH12,CH13,CH14,CH15,CH16,CH17,CH18,CH19,CH20,CH21,CH22,CH23,CH24,CH25,CH26,CH27,CH28,CH29,CH30,CH31,CH32
1778531968.394722,197,-6254,-28570,-21487,-24775,27578,-2155,-9048,-41100,-5604,-2014,23947,18845,-20269,-802,15060,5035,-21354,-41513,1807,-27810,2735,-14537,300,-30238,-31844,-4871,47551,-5999,23626,24635,-9309
1778531968.426317,6009,-4527,-21637,-14072,-14962,43305,-13972,-751,-20974,-1077,-852,22829,41024,-20721,-3844,15370,8068,23060,-8393,9039,-13679,16809,-2522,-2704,-21659,-14299,-13392,58478,-4103,22789,23971,12858
1778531968.427317,9569,2575,-6324,24245,-407,43200,-18154,9653,17066,5037,-1216,13243,53321,-19001,-5511,21919,9173,40279,-2827,22024,-167,24138,2574,-8617,-4198,23653,-21763,31027,-2257,18925,22338,27545
1778531968.428317,8796,2380,21166,52002,13073,7515,-13034,12607,14002,11133,-5445,19815,37657,-13979,-2145,19697,12815,47403,5464,-3970,7971,29985,-1276,-16194,27340,23335,-29938,-10500,35593,17845,21955,33731
1778531968.429317,4777,4132,48475,17863,22431,-39364,1001,11948,12657,21074,-5877,36393,7629,-10560,3758,17444,17641,19311,26701,-10376,12169,32385,-7030,-14217,49845,9261,-39730,-34488,22615,17872,18127,32517
1778531968.430317,7732,2753,60863,-16348,29432,-35734,15335,12829,15384,28789,225,38387,-11512,-9623,4053,7045,22159,-33245,23825,-12026,8770,32424,-13699,618,38984,478,-41738,-31070,-3653,17714,13787,25827
1778531968.431317,13696,4223,50533,-11973,33981,-16375,24871,23766,10079,38427,2138,4432,-3640,-13398,746,-23497,26368,-37991,18820,-5985,3570,37276,-14450,16668,9009,-1872,-44030,-20931,-15793,16322,7754,18710
1778531968.471162,9609,-2464,23755,-15790,35486,-17111,24736,40317,4140,45801,998,-35031,7020,-16145,1686,-45873,29477,-15150,-41847,-8156,-1873,36761,-4723,18512,-1251,-36973,-43095,-20019,-15972,13895,4153,10488
1778531968.472162,-278,-2321,930,-22591,31992,-17663,13119,48279,-26506,49524,2643,-50579,-12702,-16249,1943,-27008,29865,-15366,-46103,16053,-1295,35829,9613,10659,13379,-11488,-38224,-16430,-11548,10587,-4450,6138
1778531968.473162,-10470,-1815,-12520,-12887,23577,1495,294,39605,-33566,47588,2286,-39531,-43635,-7113,9,-1545,25844,-5683,-12299,25093,3874,29146,26720,4206,-3581,9870,-30236,-5381,-20809,8946,-15335,4340
1778531968.474162,-12523,-656,-18403,-4921,14416,13085,-11844,10474,-441,41450,-42,-23339,-55152,4521,192,-7930,24073,9311,27824,325,12302,20360,40311,-4702,-49345,14760,-24067,9431,9334,4360,-23366,-4112
1778531968.475162,-13622,-35,-24178,27462,-1057,29111,-12982,-18685,12679,31096,-1284,-10641,-34792,17100,-3044,-16448,17496,13689,43560,3146,23735,7722,49101,-11086,-57893,13581,-19472,16449,32894,2580,-29782,-25160
1778531968.476162,-14189,1242,-29107,47980,-15374,49793,-8781,-36939,18146,19847,-1145,3836,-7754,24019,327,7967,10600,36775,2818,-10529,28784,3020,43704,-16130,-21003,16361,-13938,22171,13746,4053,-35740,-44783
1778531968.477162,-10197,1141,-30986,11216,-23455,31642,-2315,-41965,12443,10876,377,15289,13013,30556,54,38894,5607,43525,-168,-17401,25495,-790,29484,-10204,12342,-4943,-12560,34145,1851,5213,-37251,-49304
1778531968.516645,469,756,-22490,-19788,-27600,-19242,1943,-43554,3193,2899,574,17388,22041,27399,-494,40077,-366,-4949,-16994,-19463,17292,2724,11569,262,8048,-31187,-12379,37450,-5815,4304,-36078,-30213
1778531968.517645,10984,-81,-10251,-16243,-20536,-38496,3470,-40214,8554,-1254,1691,16013,29685,23472,1206,24245,-3258,-46029,-19250,11636,6057,9135,-6461,-1199,6767,-8539,-15581,17861,-10674,4282,-32157,1127
1778531968.518645,14544,1339,-3401,-15295,-14044,-24880,2021,-33017,-9087,-3505,-1580,23931,26503,18764,26,6175,-7809,-41582,-26212,14540,-9261,13106,-20070,-2819,27206,-2776,-17003,-21656,-19246,4136,-25776,21498
1778531968.519645,14057,-372,-8171,-17489,-5419,-19251,-4070,-13655,-28223,-3316,1076,43261,21113,18278,-1120,-12406,-10728,-28732,-13116,8145,-17294,12964,-24901,7357,43904,6340,-14343,-56551,-19210,-2187,-22058,19763
1778531968.520645,8309,344,-12305,-6443,-3365,-13866,-9378,7814,-13075,-5243,-206,39326,21257,11574,370,-17950,-15024,7003,45386,18869,-23251,5038,-26976,19348,33682,12820,-8996,-51250,16923,-10125,-14120,8803
1778531968.521645,6741,-847,-3937,2650,-7370,-251,-10370,25144,991,-10410,-582,3413,32483,4572,-1577,-12399,-13619,39233,39441,-4279,-23361,-10644,-26103,20227,13711,23908,-3897,-22773,18349,-18856,-8823,4017
1778531968.522645,85,1760,16771,26391,-18542,3110,-9599,27539,19351,-13169,-789,-39507,28040,-2851,-1623,-21644,-18369,23245,14696,-21802,-20059,-25234,-23631,7749,-14857,-6432,3801,4293,9100,-24401,-5097,17395
1778531968.573323,-6852,-235,39957,37335,-29078,12227,-11284,16631,17770,-21654,-1989,-53232,-5940,-9711,-843,-44193,-18064,8492,-41303,-21715,-19852,-41348,-21260,-7781,-37364,-14593,12933,14114,8895,-27612,-3496,36859
1778531968.574322,-7499,957,47073,4759,-31834,38013,-6747,5969,2243,-27962,-1036,-37243,-47995,-16862,810,-31716,-21311,17487,-42328,33,-13877,-50105,-19584,-17620,-34569,-6871,24809,15758,1057,-26325,-2203,41727
1778531968.575323,-7663,-1346,39830,-24035,-23359,44563,-2342,13084,3717,-32997,-1836,-15137,-54249,-19555,2531,15292,-22871,4965,-4247,-2527,-11804,-51813,-13388,-26636,-14436,-9735,29351,20516,-10074,-22690,-1017,20758
1778531968.576323,-2786,-1589,23384,-16737,-3508,5724,3176,26412,-1344,-34208,-1341,-10815,-27980,-15425,4248,39008,-24006,-17547,6751,10777,-6187,-45558,-6404,-26903,-15089,-546,36350,24533,-23930,-18946,-1993,-4928
1778531968.577322,-2782,-1790,8500,-13196,18914,-27625,11521,38199,-11720,-31366,-2310,-5092,-11057,-9527,-84,23652,-25551,-27165,27063,31900,-3042,-35733,-668,-4126,-27780,14437,38428,23738,-5371,-12340,1970,-26257
1778531968.578323,142,-3211,-5372,-10175,36781,-28932,16889,31539,-12870,-25400,1308,5114,-13141,-4735,-1840,16528,-24021,-38496,10936,2156,1459,-24484,3355,20791,-4876,20481,37984,14348,9169,-8773,3030,-29979
1778531968.579323,1882,-560,-22866,-512,45585,-23936,16324,13980,-8701,-20157,3136,14069,-17885,-3897,-1221,26664,-22502,-23073,25139,-11712,2143,-14601,5484,29511,44690,-3261,35725,7579,3453,-3726,8510,-25510
1778531968.580323,2160,4686,-43237,7566,43062,-15730,11293,-1130,6666,-13726,1354,22958,-8177,-5994,-2553,22428,-17279,31825,2691,-13806,4972,-6334,4330,16829,56669,-3101,31524,-4400,10171,-51,13172,-19193
1778531968.581322,3002,4249,-52974,21519,33662,-681,906,-15217,19292,-9540,7,32400,13077,-8141,-3020,6521,-11523,50389,-39831,-12309,4872,410,6185,5040,23193,-9277,29513,-26930,10161,2302,15910,-14765
1778531968.607163,-215,-1482,-45070,25496,18155,1176,-5754,-28337,4925,-5140,2240,44837,31286,-9435,-2403,-12305,-5638,25466,-39686,-20377,5791,8922,8349,-857,-634,-13045,28119,-51704,1446,6364,17841,-13880
1778531968.608163,1879,-3046,-19656,-4301,2693,-1415,-7074,-42830,54,-7275,-672,37343,41984,-5465,-1216,-40076,-132,5297,-17341,13378,12732,19231,12512,-3864,8686,-4598,28890,-47931,-10511,9817,20872,-10907
1778531968.609163,257,-328,5747,-24375,-6075,20528,-4296,-56083,-1806,-7443,-5877,3187,47700,-3676,1934,-50964,2757,-15556,47802,27746,20819,28444,23944,-15019,7744,9606,30581,-14762,-15402,11953,19062,-1412
1778531968.610163,-879,-4004,18397,-12036,-9175,40845,5682,-50323,-3890,-9224,-5014,-38964,34284,-494,5769,-25045,5424,-31575,39116,5920,28011,33175,30922,-16303,-23138,10680,30218,27968,1443,15580,18988,7664
1778531968.611163,-945,-2568,17574,-8736,-8333,22721,10492,-29573,-7104,-5658,-816,-49981,3175,359,4592,6791,9921,-14324,7693,8638,33464,35219,36715,-11281,-46123,833,28507,45271,1653,14821,13327,17165
1778531968.666931,743,870,14699,-5435,-9350,-8823,10721,2734,-11278,-2804,3058,-32661,-23646,1309,1139,1715,11276,-9665,-16927,-4495,29830,33283,34572,-8298,-41296,5209,22365,34701,1223,11261,13101,24927
1778531968.667931,-1254,6041,15322,3391,-11073,-21107,2104,26979,-254,5958,3045,-11750,-21678,3857,-2104,-9458,8043,-22353,-29227,-21220,19374,27223,23110,-10454,-21117,-7927,17725,17761,8506,9406,11532,32335
1778531968.668931,-1873,4222,21689,9625,-12719,-23738,-9936,33621,8340,14514,2742,-8727,-6637,5498,-6231,22243,8222,2471,-9201,-29461,4289,17848,4646,5151,3749,-7939,7259,8779,8291,7773,9254,30558
1778531968.669931,-2714,957,24158,15365,-16244,-21028,-19232,26272,7297,23601,3074,-15540,-11219,9109,-4372,53110,6751,35048,-23971,7507,-17287,9715,-16781,30849,21803,-3629,-4541,3219,2396,4301,13557,14395
1778531968.670931,-5291,-327,19472,18692,-17586,-4250,-23910,21527,4094,30676,3999,-5863,-36980,10641,-1975,44108,6170,34609,7234,12379,-29493,3889,-32568,41578,24187,4038,-15520,-4767,-8590,1569,15942,-7333
1778531968.671931,-3029,-4272,12334,-4783,-17203,3706,-20078,20649,-982,32620,-1179,10981,-52356,11584,-5202,10068,6265,27240,32977,9983,-33673,6749,-38128,20443,19784,2195,-26006,-17840,-5933,3728,18862,-16144
1778531968.672931,1616,-6422,8292,-18111,-19676,-1228,-10967,21355,-4614,34220,-8107,26273,-31254,9601,2292,-11525,6120,-4639,41978,29683,-31718,9795,-37018,-9432,26272,3236,-32339,-22813,-2487,5687,22594,-16506
1778531968.673931,5783,-5998,5447,-10271,-17362,5956,544,20504,-995,30309,-6694,34733,3329,5312,6804,-19338,6610,-47909,11779,4204,-19804,16231,-27563,-29235,37643,4458,-37127,-24917,-2217,7778,21738,-8165
1778531968.674931,6136,5130,1221,-4286,-16471,25987,9709,10321,-4056,25108,-1623,41739,25945,2688,9195,-25357,6648,-37886,-50954,-21778,-6855,20571,-17923,-33903,15863,-2650,-37122,-28072,2526,7806,20549,-7173
1778531968.701234,7979,7099,-14882,-2158,-15957,25729,10039,3432,-4073,22245,-1905,33333,32546,2822,4455,-23597,7825,-5304,-35936,-25456,-300,18181,-7620,-30565,-31162,-3433,-34955,-24599,3476,10094,16111,-14472
1778531968.702234,5119,4417,-38667,3701,-9437,7640,6742,4810,1123,19868,-2961,2320,33656,-1392,-2652,-27726,6496,5779,-12150,-3489,246,9455,-5329,-13633,-49696,-1737,-33049,-709,2196,6535,9113,-23736
1778531968.703234,3398,2371,-49984,4867,3545,-9939,3106,1892,2186,15157,4641,-35005,28218,-493,-11916,-37565,7164,17319,30104,-10596,-7259,-1962,-2241,17115,-23167,-291,-28237,36517,-1247,2503,-178,-24166
1778531968.704234,-802,-581,-43356,10442,18307,-17859,-1527,-6259,2365,14130,11339,-44420,18147,-1192,-6276,-17845,4476,20949,26622,12262,-15555,-13442,-1116,31884,-7642,32,-24530,58081,401,-333,-10921,-6896
1778531968.705234,-7542,-5213,-18381,7270,32463,-21650,592,-30600,-747,14449,8239,-25630,11633,-2411,-1670,33688,4767,10864,8098,37509,-18926,-21639,65,23085,-22579,2316,-21811,43698,257,-4484,-19443,13891
1778531968.754885,-9887,-15543,1901,-7835,41334,-7952,7025,-48585,1191,11298,1544,-8454,14601,-58,-2464,51109,2435,15741,18429,8417,-15711,-27953,1051,6355,-22963,-1333,-23932,8076,650,-8259,-27932,24095
1778531968.755885,-8159,-4355,20139,-12466,41490,4730,10484,-52123,-840,3418,-7224,-11237,14036,-4078,779,26317,2943,14213,-13490,-4771,-1539,-32142,7506,6445,12577,5,-25775,-20074,967,-10466,-31223,20935
1778531968.756886,-3752,5184,25547,-3397,32167,274,11985,-38161,-1778,-3500,-5358,-21184,-12467,-3399,5026,9720,1146,-19516,-26952,-13763,14466,-31172,12798,9697,44416,-2235,-25553,-25532,1245,-9166,-36630,11846
1778531968.757885,-4130,6240,34003,-603,16715,-984,14195,-9931,-759,-15223,-4848,-14543,-50836,-3782,11277,21864,170,-42354,-45448,-13828,30566,-27856,16541,-3253,42013,-1712,-28087,-20385,2740,-8216,-35150,6295
1778531968.758885,-2801,5433,35121,1447,563,11648,10135,10512,461,-25045,-9506,11600,-59287,-2807,11836,19222,1588,-26383,-225,-29558,38639,-25971,18214,-24350,21450,-2081,-27661,-19436,1587,-9786,-36348,5716
1778531968.759886,3533,6693,31008,4300,-14084,18431,3035,21767,541,-33041,-10902,31874,-35600,-2179,-1348,-10493,2292,-6723,49550,10558,40197,-21542,22079,-29314,7100,-1159,-22564,-21851,-1493,-10809,-35973,6954
1778531968.760885,6503,3148,17824,3141,-15456,12533,360,29146,4278,-40822,6602,41138,-1046,-1324,-14351,-33761,3324,24437,39283,29796,31193,-17510,19969,-23494,-3811,6396,-16508,-15595,1599,-8946,-33814,6410
1778531968.761885,4144,-13024,-2232,2634,-13166,1207,-6188,36967,4765,-42030,16020,39749,6757,316,-10178,-46060,1292,44897,10331,9671,21217,-10495,20246,-15411,-10060,1463,-8462,-4632,-2226,-8690,-32249,-2485
1778531968.794541,1290,-12325,-15332,1583,-8488,-7728,-9845,37726,-3737,-39395,5356,27511,-3435,-1160,-6383,-41885,1786,19144,-42573,15175,8649,-4350,16251,4619,-16279,310,-1025,7644,-6462,-5242,-28944,-8575
1778531968.795541,5211,-2883,-16106,-2368,-683,-16338,-14835,31131,-4966,-33739,4021,3649,537,-587,2116,-14677,1013,-7554,-23316,-127,-1040,7170,12972,35669,-30640,-4401,8050,15439,-2813,-2443,-29842,-12205
1778531968.796541,13397,5225,-8217,-2871,-1224,-12736,-17635,12658,-2703,-28413,4181,-26179,20087,1595,6263,15795,1034,-5751,-12169,-22311,-11141,14273,5708,53373,-43681,-1479,12739,32715,3590,-1169,-26131,-13873
1778531968.797541,10686,6269,-6486,-1478,-7477,-540,-14450,-3429,-2880,-21089,-1997,-35309,35352,2034,4000,12601,293,-10903,-5024,-38728,-13923,19967,-5844,34463,-23882,-9640,18574,45135,5826,1862,-18291,-12025
1778531968.798541,549,6746,-11497,11,-18915,2815,-9926,-8808,-741,-14755,-8686,-20880,39927,4646,9689,3779,-1193,-18696,13828,2316,-17319,22308,-18065,-9359,18863,-630,22076,32935,4124,3916,-12942,-9507
1778531968.799541,-6312,13502,-23128,-1280,-27718,-1090,-7155,-1869,-1211,-10205,-17381,-9003,37332,9234,15349,27726,-3435,-15702,24179,6957,-19330,18880,-30061,-33155,32853,9707,23102,-2065,2408,2952,-2080,-846
1778531968.842311,-8964,-4152,-25488,-324,-29759,5581,-1176,4670,7967,-4592,-14365,-13426,23568,10234,-511,58483,-1829,-15913,43855,8618,-18365,13646,-34867,-34211,13647,4249,21767,-42998,2902,5382,8443,5122
1778531968.843311,-13767,-13584,-17237,1199,-28557,8229,2215,-3492,12091,-1392,5337,-27199,-4008,10551,-9318,36139,-3267,430,-7541,35560,-18402,7592,-33033,-24720,10917,3135,23418,-50686,-10587,4431,22797,7943
1778531968.844311,-24359,-15434,-9154,910,-15374,6373,856,-16756,-652,1671,9172,-18692,-33133,8731,-16282,-10462,-5978,33561,-44876,14208,-16749,4087,-24239,-16663,33386,43,24958,-29657,-13525,1140,31538,6696
1778531968.845311,-23531,-1036,-96,-285,-2914,3378,1210,-32627,-6075,10090,1265,10691,-38895,8374,-14229,-27592,-5781,36410,-43829,-16798,-15940,5208,-12533,3512,32198,-5971,29037,-7290,1255,469,43960,3990
1778531968.846311,-7650,3243,8242,-1863,10230,-199,1051,-36315,-11423,16314,9051,35718,-18184,9899,5157,-23201,-4760,10575,-5157,-29982,-12195,5439,-1574,23011,-2233,-17048,32467,2832,2368,-335,47418,3984
1778531968.847311,11498,2689,19820,-4340,18868,-8176,6034,-32237,-7883,26722,17393,41854,-9330,8893,11984,-25982,-4019,-10181,45910,-7498,-12889,9865,4292,21698,-34218,558,38534,5505,6924,-560,48988,4412
1778531968.848311,19324,19345,32035,-1499,26440,-7099,10140,-20644,2752,31819,1698,33204,-24995,6150,6054,-26021,-4394,-28754,22567,-19750,-13344,12108,7955,9779,-33832,9153,42681,12850,8192,46,48917,6445
1778531968.849311,22928,11698,38666,446,26863,-1662,16019,-8754,-1966,35089,-14460,18588,-42716,-2939,8565,-25497,-2338,-28578,16038,6500,-12922,12158,10297,15176,-18636,7494,44476,21417,12995,255,44588,4751
1778531968.889885,24493,-3517,35445,2869,28354,1531,18818,3438,5972,36721,-15446,2766,-25197,-9073,11104,-21205,-1136,-4905,-10329,41790,-6087,8948,6577,24449,-16272,9091,41220,24492,2841,1320,35593,1140
1778531968.890885,22153,-21218,13548,4772,22993,-1220,17736,21553,17351,33070,-11447,-16827,14420,-16495,1959,982,-3398,6351,-12059,17314,3821,7362,6352,13628,-10010,7184,37277,22289,-19455,3122,26747,-2305
1778531968.891885,10259,-6740,-6184,4197,19867,-6,11689,38153,10064,27218,-5152,-27451,41255,-20382,-1338,43443,-1697,1795,-23671,509,20801,1982,7284,-21893,-3002,-11944,29402,15842,-9995,1755,19096,-4971
1778531968.892885,-12694,-3933,-23317,3764,12565,1460,3999,47858,-1048,20854,-2462,-19284,41113,-20562,-18391,52487,-1953,14260,-38426,-11855,35650,-1487,9483,-47666,10695,-20095,16979,6068,-2560,102,13056,-2162
1778531968.893885,-25022,-5465,-26672,251,6384,1107,-2602,39734,-16799,10354,589,-7215,32376,-17740,-24122,20588,869,23463,13544,-15769,45755,-3988,16071,-40673,27898,-428,5864,-13251,-4089,416,6963,-1086
1778531968.894885,-24724,9916,-24394,-10836,-2523,-807,-11023,18709,-18170,4825,13127,-17435,23941,-13094,1098,-78,-1344,12935,39286,-41350,45739,-5978,19596,-17539,40472,-2765,-3117,-44446,6356,-582,4638,749
1778531968.895885,-14657,19161,-20046,-13183,-10139,570,-12449,-1722,-907,293,26204,-29319,14860,-8221,12390,13665,-346,6402,49722,2176,36061,-8630,19553,4473,27405,8343,-12353,-54519,16613,-320,3176,1222
1778531968.936605,-12326,17962,-16588,364,-10396,-601,-11083,-11098,547,-1641,7378,-21233,2840,-4308,14094,13173,1161,-16682,-5942,27402,16946,-7555,17080,35233,-4888,19129,-17781,-31824,20548,-1144,24,-349
1778531968.937605,-11323,-13304,-12917,7040,-12422,-2071,-12360,-9290,3420,-4279,-11418,9714,-600,-3585,13442,-23972,290,-36280,-47184,12380,-3781,-6949,11353,55962,-17296,13923,-23801,9739,-4564,1381,-3974,-1250
1778531968.938605,-1881,-12510,-2398,6470,-9809,-1329,-12320,-8188,14738,-6267,-4289,34202,-2148,-2196,948,-48091,1286,-21708,-27258,25046,-19149,-8556,2698,40835,-4493,-16149,-22422,33460,-18380,-653,-7907,-357
1778531968.939605,10609,-8277,7456,8396,-8336,-1156,-10969,-11812,15866,-6782,-4949,39135,-14389,737,1675,-40440,3706,7572,-11581,9329,-24887,-7826,-3087,-587,-10151,-17743,-22807,30627,-4983,-74,-14096,1820
1778531968.940605,13040,-11203,10589,5679,-8497,-878,-12521,-18011,14842,-11890,-19165,27587,-45559,7286,1876,-23408,1550,17389,21527,-17088,-18832,-5159,-9195,-32136,-34222,-7403,-22562,19769,-15108,-2709,-20206,5429
1778531968.941605,4677,-5612,7879,2356,-15358,1651,-12840,-21166,-11367,-14637,-16659,13966,-59525,8166,-17434,-1223,4689,20418,7733,-44921,-9980,-2909,-15600,-29867,-39110,-15971,-23022,12848,-9298,-4168,-25285,5721
1778531968.942605,7023,10520,5077,-1799,-21411,3464,-7957,-18117,-33157,-19225,496,2851,-33109,8781,-23649,20669,4913,15163,28038,-3001,-2394,-3661,-18571,-17922,-6568,9597,-23521,13009,10979,-3309,-27905,3592
1778531968.984608,19474,29288,7946,-16418,-25902,2534,-5065,-14256,-11730,-19733,14331,-10973,6647,6145,-7260,21764,3234,-3496,26267,-2505,-2135,873,-21330,-17847,22249,24102,-28626,8337,27020,-4123,-28526,875
1778531968.985608,23551,5005,15828,-20178,-23729,5782,1978,-17085,2333,-22503,22572,-16130,22721,1723,4486,11054,4074,-4480,-12701,6471,-11888,-546,-23345,-15018,20138,19076,-32320,-8238,20736,-3525,-28731,-651
1778531968.986608,15462,-4628,23660,2344,-16840,8444,7968,-15834,5731,-18109,12841,-15596,13534,1566,24661,30722,4894,117,-37842,40897,-22296,-582,-18390,-1921,13863,-13133,-35419,-18441,-9425,-4591,-25460,-2792
1778531968.987608,172,-10972,18312,13163,-2703,876,11041,-11024,12727,-15582,804,-10811,6823,7836,22387,46231,2079,-18431,-49912,23407,-35180,-564,-13665,14055,18614,-2869,-36625,-22676,-4685,-2108,-19756,-5484
1778531968.988608,-8361,-12602,6987,10873,13603,-9219,16152,6198,12650,-11948,7923,-16781,21394,15042,-52,18656,1688,-20771,14502,-10204,-39436,607,-7070,19018,21179,-18592,-35206,-30016,-11377,-1768,-16698,-5701
1778531968.989608,-14293,-17755,-5654,11977,25480,-13177,19225,27471,22260,-4468,-3381,-26100,37697,22456,-1274,-27185,3356,-8088,41395,-31652,-33772,737,-703,25130,14137,-24014,-34181,-33192,-32718,-404,-12060,-4050
1778531968.990608,-30843,-7403,-12261,3854,29391,-6312,16557,40144,6909,-942,-30460,-20646,36337,26010,-466,-37268,1626,8515,32884,-10729,-17573,1254,4989,35179,-4313,5578,-27823,-15896,-9224,1478,-7026,-6304
1778531969.032315,-42979,26895,-18682,1484,26414,-1443,17267,38742,-32628,67,-25816,8976,25335,24850,-15834,-20638,-700,20168,2473,-33200,3623,632,12196,25544,-19921,26238,-20642,20147,13582,366,-7922,-8615
1778531969.033315,-32549,17098,-22102,-4462,21553,3232,13044,26034,-29418,-709,2311,31877,8623,14461,-15471,-17073,1138,28074,-26904,-1936,21908,1202,11160,-18474,-31094,18309,-12587,50505,29038,2179,-9395,-10897
1778531969.034315,-6012,8669,-22938,-26322,12634,6899,9024,11431,-13490,-969,7462,33953,-11541,5898,-17056,-26527,981,3663,-7917,40502,35346,2884,10971,-56229,-24156,-1376,-6623,50504,11498,1918,-13708,-5598
1778531969.035315,18260,-4758,-20895,-21760,5786,4972,3937,-37,10013,-1052,6539,20520,-37623,-3931,-2637,-17910,-1091,-13501,-28705,22921,38806,3157,10124,-54269,-4598,8219,267,21823,2696,418,-17499,3300
1778531969.036315,29846,-2399,-7798,9254,2127,7317,-1074,-6359,24571,-2005,14819,6570,-47186,-9042,28630,679,1026,-14035,-12006,7332,38181,2367,10269,-22841,4018,-33820,4296,-6905,12107,1625,-18790,16319
1778531969.037315,36321,-17895,4830,20651,1676,15002,-7254,-13761,7492,823,21950,1559,-25710,-15994,29175,20715,135,-9428,6869,-4963,30066,5258,9922,9633,-5061,-26095,2473,-13896,-26952,1893,-22159,19140
1778531969.038315,42609,-29590,16386,14617,-41,10984,-12656,-21618,18072,-463,16814,-2849,-5681,-22284,7269,42507,-2133,-7670,40955,-12981,22239,5297,9158,29569,4675,1377,4678,-13650,-34070,4463,-19183,10379
1778531969.039315,35009,8137,18652,10569,1569,-9232,-16510,-22125,19173,2849,-3412,-9686,-10504,-27631,-1299,44247,-4267,680,45277,-52389,15297,3243,9816,41085,30768,23918,4237,-13988,-6808,5468,-14996,2146
1778531969.079630,6046,20796,14867,-668,-3100,-19964,-19305,-15964,-16399,8183,-27356,-13555,-25535,-35093,-15037,11276,-5341,2752,-20448,-4975,7806,2976,9487,38463,35916,12168,6297,-21978,13563,4096,-6330,-277
1778531969.080630,-22871,22699,9549,-3932,-6254,-17189,-16631,-8141,-32273,8665,-24087,-13400,-16574,-36796,-13475,-8908,-4432,5218,-41381,20858,4203,-308,9669,10252,9494,22687,8513,-24179,22867,6277,1872,5443
1778531969.081630,-32715,885,5585,-8943,-12470,-10011,-15739,-2415,-32607,10076,-2740,-17698,17624,-29894,-7458,236,-4237,18838,-41242,14814,-2666,-1140,4259,-17263,-10164,14196,16878,-14434,8965,4603,12887,8545
1778531969.082630,-26964,6299,6424,-29946,-15355,669,-13051,-5699,-2857,11663,-10710,-24514,48705,-19065,-20288,1392,-6133,15204,5982,30713,-8737,-2435,-826,-19335,-7235,-36836,23542,-3220,26411,6526,23747,5359
1778531969.083630,-24303,-7612,3640,-20341,-18719,12607,-10710,-11033,32464,10828,-11840,-15358,49289,-2617,-10224,-30393,-4364,-3303,28787,21801,-11847,-2242,-9246,-8670,-6637,-24938,29886,5999,7953,5780,28411,-11306
1778531969.084630,-23664,-30765,-1386,19732,-17978,10735,-4873,-10382,16766,8629,21050,7710,28599,8991,22592,-46357,-4117,-13628,15561,-10056,-14599,-7690,-12916,-14513,-16557,-7476,36587,22559,-39764,8666,34105,-23372
1778531969.085630,-11419,-18488,-3822,28244,-16394,4245,-105,1929,11225,7646,34126,28102,13162,12527,30115,-27759,-3784,-17415,23008,-51279,-14189,-12139,-13971,-27559,-22458,9838,43295,41221,-26991,10412,37524,-27232
1778531969.125502,8007,2380,-6561,18949,-13972,15062,7552,15251,18631,5371,15108,26086,2231,9700,23794,-2189,-2947,-10436,2298,-9924,-16611,-17046,-13304,-23856,-17999,9109,47087,43993,-9529,9264,37220,-16221
1778531969.126502,16969,25736,-4801,9756,-10651,22020,13184,22988,-360,6132,-292,12893,-6098,5280,2558,12357,-4544,5607,-5833,-12117,-22919,-19045,-13041,3712,-3986,45477,43284,16039,5406,8424,35540,-3721
1778531969.127502,11613,7125,-7391,-6715,-3983,1324,13841,25335,-15575,6884,-7956,3641,-12974,4819,-25649,18628,-3759,12825,-43694,-1026,-28007,-19344,-12369,27484,11268,10605,40670,-22396,8670,4688,37172,4085
1778531969.128502,6015,15516,-10782,-12294,637,-18912,15025,22653,-41907,8877,-13087,3229,-13379,7482,-19853,20248,-3339,6586,-35737,42026,-32805,-18321,-8638,36965,20502,-29593,34557,-42645,25324,2085,35286,6151
1778531969.129502,15782,13390,-13586,-12773,7813,-26263,12824,18643,-29892,7248,-14241,5074,-19179,12856,-5721,16607,-4908,4152,17406,32580,-33059,-9902,-5377,38272,15828,-21956,25946,-33395,42861,-6633,34614,8980
1778531969.130502,30162,-18331,-10907,-32327,15737,-22665,8610,13743,25200,6494,-26048,-2636,-35250,19444,-14484,21988,-8568,5022,42215,741,-29080,-2718,-2242,28462,7041,-18850,16158,-14068,-10728,-9979,34027,12576
1778531969.131502,25263,-30447,-4150,-17720,19783,-9766,4641,961,33059,6464,-21976,-9601,-50359,20456,-4418,27407,-8447,-98,43257,-27466,-10658,3937,2850,-10041,4164,-11942,9823,-6629,-35021,-14068,30821,12628
1778531969.173129,12186,-22203,5533,28921,19619,12100,2022,-10026,21087,1210,15721,-13745,-29120,20325,10351,2627,-10261,-3178,-18283,-9090,9719,7617,5930,-50882,11611,12507,4862,-5268,-17985,-15253,27739,15249
1778531969.174129,756,16364,9402,38466,16358,16138,-238,-21286,12044,-2465,32387,-15848,12107,17878,23911,-33402,-11776,-8081,-25176,-42438,33374,8947,7879,-54142,-224,54976,-934,2769,-20061,-15813,23136,16704
1778531969.175129,-5788,7110,13720,17074,13906,4933,-343,-23437,-4906,-6560,10681,-19424,36455,19658,34296,-35581,-11071,-13091,-21094,-9937,48137,6268,9110,-24031,-22051,7295,-1489,15298,-7285,-15385,14009,15864
